Ticker,Weight
SHW,0.0017808196746745381
CCI,0.001769403747117765
TFX,0.0017680009911400613
INVH,0.001759598149275805
GNRC,0.0017584306156618432
PCG,0.001752972443656987
PPG,0.0017477871973898057
MAA,0.0017452567197378712
EG,0.0017345194921760125
O,0.0017338198313315522
VST,0.001731700881708097
JCI,0.0017275650896698535
EQIX,0.0017185618217991608
EW,0.0017178199199726065
CTAS,0.0017117829420734434
TJX,0.0017008869699772476
IT,0.001698858916204279
CPT,0.0016879698895816782
CDW,0.0016849351064634024
RTX,0.0016757750259439185
BBY,0.0016685262535227766
AMT,0.0016669539963030766
ES,0.0016609483327752485
ARE,0.0016580226683199097
VICI,0.0016562145238162842
TEL,0.0016519711279632614
NDSN,0.0016466419866468466
PLD,0.0016457117569325008
AVY,0.0016454837911534285
FI,0.0016389943484924948
MSFT,0.0016360675354729112
AXON,0.0016337913957561927
KMX,0.0016308952112255872
ALLE,0.0016266693541174269
CPAY,0.0016249364883310963
MAS,0.001622119439454479
TT,0.0016210454568475962
SNA,0.0015998991495687538
BLK,0.0015928223543433147
MCO,0.001592573000851677
TRMB,0.001587648390197198
IDXX,0.0015783578307524751
FIS,0.001577044389260566
ACGL,0.0015630496990345446
SYY,0.0015609241736252951
ROK,0.0015603081843908768
DLR,0.0015600858566230248
HUBB,0.0015580865029044312
IR,0.0015554010429127915
UNH,0.0015547717324396236
TER,0.0015449556890213742
PH,0.001543436882548704
AVB,0.0015260516697205091
HLT,0.0015171972618345702
AAPL,0.0015162645091304388
PANW,0.0015146365091986038
AFL,0.0015042032996561757
IQV,0.001499961190473714
FOX,0.00149658656627901
C,0.0014930461762076035
ETN,0.0014883964547115593
LYV,0.0014849115620083461
BKNG,0.001478682536080741
ISRG,0.0014772392715319729
EQR,0.0014701972255211362
MTD,0.0014665751615015577
ODFL,0.0014648158420037171
DE,0.0014634290913025146
MTCH,0.0014629949179648378
HUM,0.0014604329849283691
RVTY,0.0014565653998092887
ULTA,0.0014549290919422
ADSK,0.0014503683210151887
VMC,0.0014463806487451727
KMI,0.00144477443072956
LKQ,0.001433995120325693
GOOG,0.0014297226409159401
PODD,0.001427946784216602
LOW,0.0014278682017783676
TECH,0.0014269135874039934
STX,0.0014266569450201497
CAT,0.0014259587504361524
ESS,0.0014219126879536177
UDR,0.0014208961520589668
SCHW,0.0014183681065076746
POOL,0.0014144141859869358
GL,0.0014078407738969863
FOXA,0.0014048499725880601
TXN,0.0014004464262268815
MOH,0.0013894476348057373
MGM,0.001384889715210565
NOW,0.0013766780427815653
XOM,0.0013708039273167688
NWSA,0.001369686718041703
CI,0.0013638390971786138
DOC,0.0013569906620134412
CF,0.0013534699137411734
L,0.0013436964238050235
GE,0.0013417097224294316
MLM,0.001337303055977247
NWS,0.0013304029186333153
ZBRA,0.001308348535684362
IPG,0.0013004188598884554
DD,0.00129029761976436
CBRE,0.0012814227176756571
BK,0.0012788893577110332
CRM,0.0012731181917741878
INTC,0.001268419059810473
ELV,0.0012626359967978082
CVX,0.001249012143290227
NTRS,0.0012487055527330322
CINF,0.0012410812582680194
GM,0.0012396248033529143
HPE,0.001237762567914311
QCOM,0.0012347074087396847
UHS,0.0012330164723737957
HPQ,0.0012237780347543704
MAR,0.001215515482619521
WBD,0.0012105258078260101
MSCI,0.0012093675530542925
TROW,0.0012092075346257735
CNC,0.0012084692869279944
SNPS,0.0012041542086777383
WMB,0.0011979133200922339
META,0.0011881059042363896
DXCM,0.0011800554193947218
REG,0.001179301498975721
MRNA,0.0011763674242806425
ROST,0.0011763246789496492
GS,0.0011746883404227862
CDNS,0.001171373098457932
F,0.00116476923121001
TDG,0.0011641574311795186
ALB,0.0011624327422111236
GPN,0.0011531269597667886
JPM,0.001143926051752664
LVS,0.001138501890121625
EPAM,0.0011350094820332406
RL,0.0011327947311648317
FICO,0.0011080569751391576
CRL,0.0011028627177412699
DRI,0.0010973594627396843
FSLR,0.001091941972749425
EXPE,0.001085360899337126
EMN,0.0010794311351277352
FRT,0.0010678195213604383
RJF,0.001067088172863722
WY,0.0010613943608458873
BXP,0.0010599768591029375
INTU,0.0010598071026483229
ADBE,0.001059095016185289
AVGO,0.0010467719873754246
ADI,0.0010447646578214966
MHK,0.0010307812426095773
FCX,0.0010269981308259086
ALGN,0.0010207799597780787
NVR,0.0010193040616579092
MS,0.001009892972609106
LRCX,0.0010072150913940949
HWM,0.0009984208921362814
HST,0.0009950933332470331
DOW,0.0009906575872222249
EOG,0.0009815288531198486
NUE,0.000980381664872598
TXT,0.0009689256726397673
URI,0.0009663877776661318
WELL,0.0009602311380439933
UBER,0.0009569406430222779
BAC,0.0009473701268647796
CE,0.0009405227847033717
BEN,0.0009402270542955493
MET,0.0009395720402397125
LUV,0.0009306937821680462
JBL,0.00092975206663209
MPC,0.0009280481429575181
AXP,0.0009164461393232933
CRWD,0.0008904807414647769
PNC,0.0008865331181262877
SWK,0.0008826787722913722
MOS,0.0008812646291155124
EQT,0.000879269232786693
KKR,0.0008774903050864478
PSX,0.0008706583385895706
DHI,0.0008590218158878843
SWKS,0.0008584126835116704
STLD,0.0008575348000364175
BA,0.0008554391525860979
STT,0.0008526134747727511
AIG,0.0008513036758854396
WFC,0.0008485752706636846
PFG,0.0008442633026135392
DAY,0.0008404758705886578
KIM,0.0008343461388586025
BX,0.0008218677305903934
COP,0.0008122385540111092
PRU,0.0008062480458521978
SMCI,0.0007990852219236101
USB,0.0007984322320135975
BKR,0.0007974685376462629
WYNN,0.0007951188344860024
TPR,0.0007890013023516919
KLAC,0.0007880340524679528
VTR,0.0007875226196966197
TSLA,0.0007826754366867967
AMP,0.0007824509763206046
MTB,0.0007791066787917073
AMAT,0.0007725861670068113
LEN,0.0007550496080806291
QRVO,0.0007535409053719701
MU,0.0007443079083992282
PHM,0.0007386401189751345
NXPI,0.0007235205474803501
SPG,0.0007146402367968536
AMD,0.0007139893872722192
PAYC,0.0007070664048680958
WDC,0.0007019462945333767
APTV,0.000699278683110812
HBAN,0.0006771671919184705
NVDA,0.0006770902721568283
DAL,0.0006765244922581221
VLO,0.0006764044549485638
MCHP,0.0006648212201811179
TFC,0.0006554796976003727
IVZ,0.0006412582750378888
COF,0.0006338321504942712
SLB,0.0006279769462694188
RF,0.0006249540206495247
OKE,0.000616898324759955
UAL,0.0006136790119992092
FITB,0.0005783268240171122
SYF,0.000576983956481138
BLDR,0.0005498083298645348
ENPH,0.000548989469837627
CFG,0.0005276898569824245
MPWR,0.0005134603879208678
HAL,0.0004833356340096024
KEY,0.00047295936573027263
FANG,0.0004659346243928182
ON,0.00045703590323625907
DVN,0.00044896202408528006
TRGP,0.00042435081480662564
OXY,0.0004021443463238916
CCL,0.0003813408956857497
CZR,0.0003449213675672088
RCL,0.0003358482474331749
APA,0.0003037369105033308
NCLH,0.00024081817340950115
